batch_id,grade,id,dimension,band,difficulty_rank,template_family,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation_step_1,explanation_step_2,explanation_step_3,final_answer,time_target_sec,solution_type,solution_data,explanation
ADAPT_G6-8_BANK_400,7,G7_Q151,QR,B1,6,percent_change,A number increases by 25% from 100. What is the new number?,130,127,125,123,C,Step 1: 25% of 100 = 25.,Step 2: New number = 100 + 25 = 125.,,125,75,percent,start=100;percent_increase=25;result=125,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 125."
ADAPT_G6-8_BANK_400,7,G7_Q152,QR,B1,6,ratio_word,"Red:Blue marbles are in the ratio 2:5. If there are 20 blue marbles, how many red marbles are there?",16,8,4,12,B,"Step 1: 5 parts = 20, so 1 part = 4.",Step 2: Red = 2 parts = 2 × 4 = 8.,,8,75,ratio,ratio=2|5;given_blue=20;result=8,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 8."
ADAPT_G6-8_BANK_400,7,G7_Q153,QR,B1,7,percent_change,A number increases by 10% from 50. What is the new number?,60,53,55,57,C,Step 1: 10% of 50 = 5.,Step 2: New number = 50 + 5 = 55.,,55,75,percent,start=50;percent_increase=10;result=55,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 55."
ADAPT_G6-8_BANK_400,7,G7_Q154,QR,B1,7,ratio_word,"Red:Blue marbles are in the ratio 4:2. If there are 10 blue marbles, how many red marbles are there?",25,30,20,15,C,"Step 1: 2 parts = 10, so 1 part = 5.",Step 2: Red = 4 parts = 4 × 5 = 20.,,20,75,ratio,ratio=4|2;given_blue=10;result=20,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 20."
ADAPT_G6-8_BANK_400,7,G7_Q155,QR,B1,6,unit_conv,A rope is 9 meters long. How many centimeters is that?,90,950,9000,900,D,Step 1: 1 meter = 100 centimeters.,Step 2: 9 × 100 = 900 centimeters.,,900,75,arithmetic,operation=unit_conversion;meters=9;cm_per_m=100;result=900,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 900."
ADAPT_G6-8_BANK_400,7,G7_Q156,QR,B2,9,multistep_word,Ravi has 36 stickers and gets 23 more. He gives away 13. How many stickers does he have now?,44,51,48,46,D,Step 1: Total after getting more = 36 + 23 = 59.,Step 2: Give away 13: 59 ? 13 = 46.,,46,90,word_problem,operation=add_then_sub;operands=36|23|13;result=46,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 46."
ADAPT_G6-8_BANK_400,7,G7_Q157,QR,B2,8,linear_eq,Solve: x + 11 = 25,13,15,16,14,D,Step 1: Subtract 11 from both sides.,Step 2: x = 25 ? 11 = 14.,,14,90,linear_equation,equation=x+11=25;solution=14,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 14."
ADAPT_G6-8_BANK_400,7,G7_Q158,LR,A1,2,letter_seq,"Which comes next: K, M, O, Q, ?",R,S,T,U,B,Step 1: The letters skip one each time (+2 letters).,Step 2: After Q comes S.,,S,45,logic_rule,type=letter_sequence;rule=+2_letters;result=S,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : S."
ADAPT_G6-8_BANK_400,7,G7_Q159,LR,A1,3,letter_seq,"Which comes next: I, K, M, O, ?",P,Q,R,S,B,Step 1: The letters skip one each time (+2 letters).,Step 2: After O comes Q.,,Q,45,logic_rule,type=letter_sequence;rule=+2_letters;result=Q,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Q."
ADAPT_G6-8_BANK_400,7,G7_Q160,LR,A1,3,letter_seq,"Which comes next: E, G, I, K, ?",L,M,N,O,B,Step 1: The letters skip one each time (+2 letters).,Step 2: After K comes M.,,M,45,logic_rule,type=letter_sequence;rule=+2_letters;result=M,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : M."
ADAPT_G6-8_BANK_400,7,G7_Q164,LR,A2,4,ordering_3,Kavya is taller than Sam. Sam is taller than Riya. Who is the shortest?,Kavya,Sam,Riya,Cannot be determined,C,Step 1: Kavya > Sam.,Step 2: Sam > Riya.,Step 3: So Riya is the shortest.,Riya,60,logic_rule,rules=Kavya>Sam|Sam>Riya;solution=Riya,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Riya."
ADAPT_G6-8_BANK_400,7,G7_Q165,LR,A2,4,ordering_3,Riya is taller than Kavya. Kavya is taller than Nisha. Who is the shortest?,Riya,Kavya,Nisha,Cannot be determined,C,Step 1: Riya > Kavya.,Step 2: Kavya > Nisha.,Step 3: So Nisha is the shortest.,Nisha,60,logic_rule,rules=Riya>Kavya|Kavya>Nisha;solution=Nisha,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Nisha."
ADAPT_G6-8_BANK_400,7,G7_Q166,LR,A2,4,ordering_3,Sam is taller than Ravi. Ravi is taller than Nisha. Who is the shortest?,Sam,Ravi,Nisha,Cannot be determined,C,Step 1: Sam > Ravi.,Step 2: Ravi > Nisha.,Step 3: So Nisha is the shortest.,Nisha,60,logic_rule,rules=Sam>Ravi|Ravi>Nisha;solution=Nisha,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Nisha."
ADAPT_G6-8_BANK_400,7,G7_Q167,LR,A2,4,ordering_3,Aarav is taller than Sam. Sam is taller than Meena. Who is the shortest?,Aarav,Sam,Meena,Cannot be determined,C,Step 1: Aarav > Sam.,Step 2: Sam > Meena.,Step 3: So Meena is the shortest.,Meena,60,logic_rule,rules=Aarav>Sam|Sam>Meena;solution=Meena,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Meena."
ADAPT_G6-8_BANK_400,7,G7_Q168,LR,A2,4,ordering_3,Riya is taller than Aarav. Aarav is taller than Ravi. Who is the shortest?,Riya,Aarav,Ravi,Cannot be determined,C,Step 1: Riya > Aarav.,Step 2: Aarav > Ravi.,Step 3: So Ravi is the shortest.,Ravi,60,logic_rule,rules=Riya>Aarav|Aarav>Ravi;solution=Ravi,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Ravi."
ADAPT_G6-8_BANK_400,7,G7_Q169,LR,A2,4,ordering_3,Sam is taller than Nisha. Nisha is taller than Meena. Who is the shortest?,Sam,Nisha,Meena,Cannot be determined,C,Step 1: Sam > Nisha.,Step 2: Nisha > Meena.,Step 3: So Meena is the shortest.,Meena,60,logic_rule,rules=Sam>Nisha|Nisha>Meena;solution=Meena,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Meena."
ADAPT_G6-8_BANK_400,7,G7_Q170,LR,A2,5,ordering_3,Nisha is taller than Aarav. Aarav is taller than Ravi. Who is the shortest?,Nisha,Aarav,Ravi,Cannot be determined,C,Step 1: Nisha > Aarav.,Step 2: Aarav > Ravi.,Step 3: So Ravi is the shortest.,Ravi,60,logic_rule,rules=Nisha>Aarav|Aarav>Ravi;solution=Ravi,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Ravi."
ADAPT_G6-8_BANK_400,7,G7_Q171,LR,A2,4,ordering_3,Kavya is taller than Ravi. Ravi is taller than Nisha. Who is the shortest?,Kavya,Ravi,Nisha,Cannot be determined,C,Step 1: Kavya > Ravi.,Step 2: Ravi > Nisha.,Step 3: So Nisha is the shortest.,Nisha,60,logic_rule,rules=Kavya>Ravi|Ravi>Nisha;solution=Nisha,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Nisha."
ADAPT_G6-8_BANK_400,7,G7_Q172,LR,B1,6,ordering_4,"Four friends stand in a line: Farah, Chirag, Asha, Bala. Farah is before Chirag. Asha is before Bala. Which statement must be true?",Chirag is first,Farah is before Chirag,Bala is before Asha,Asha is last,B,Step 1: One rule given is 'Farah is before Chirag'.,Step 2: That must always be true.,,Farah is before Chirag,75,logic_rule,rules=Farah_before_Chirag|Asha_before_Bala;solution=Farah_before_Chirag,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Farah is before Chirag."
ADAPT_G6-8_BANK_400,7,G7_Q173,LR,B1,6,ordering_4,"Four friends stand in a line: Chirag, Asha, Bala, Dev. Chirag is before Asha. Bala is before Dev. Which statement must be true?",Asha is first,Chirag is before Asha,Dev is before Bala,Bala is last,B,Step 1: One rule given is 'Chirag is before Asha'.,Step 2: That must always be true.,,Chirag is before Asha,75,logic_rule,rules=Chirag_before_Asha|Bala_before_Dev;solution=Chirag_before_Asha,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Chirag is before Asha."
ADAPT_G6-8_BANK_400,7,G7_Q174,LR,B1,6,ordering_4,"Four friends stand in a line: Chirag, Esha, Dev, Farah. Chirag is before Esha. Dev is before Farah. Which statement must be true?",Esha is first,Chirag is before Esha,Farah is before Dev,Dev is last,B,Step 1: One rule given is 'Chirag is before Esha'.,Step 2: That must always be true.,,Chirag is before Esha,75,logic_rule,rules=Chirag_before_Esha|Dev_before_Farah;solution=Chirag_before_Esha,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Chirag is before Esha."
ADAPT_G6-8_BANK_400,7,G7_Q175,LR,B1,7,ordering_4,"Four friends stand in a line: Farah, Esha, Asha, Chirag. Farah is before Esha. Asha is before Chirag. Which statement must be true?",Esha is first,Farah is before Esha,Chirag is before Asha,Asha is last,B,Step 1: One rule given is 'Farah is before Esha'.,Step 2: That must always be true.,,Farah is before Esha,75,logic_rule,rules=Farah_before_Esha|Asha_before_Chirag;solution=Farah_before_Esha,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Farah is before Esha."
ADAPT_G6-8_BANK_400,7,G7_Q176,LR,B1,6,ordering_4,"Four friends stand in a line: Bala, Chirag, Dev, Asha. Bala is before Chirag. Dev is before Asha. Which statement must be true?",Chirag is first,Bala is before Chirag,Asha is before Dev,Dev is last,B,Step 1: One rule given is 'Bala is before Chirag'.,Step 2: That must always be true.,,Bala is before Chirag,75,logic_rule,rules=Bala_before_Chirag|Dev_before_Asha;solution=Bala_before_Chirag,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Bala is before Chirag."
ADAPT_G6-8_BANK_400,7,G7_Q177,LR,B1,7,ordering_4,"Four friends stand in a line: Bala, Asha, Chirag, Esha. Bala is before Asha. Chirag is before Esha. Which statement must be true?",Asha is first,Bala is before Asha,Esha is before Chirag,Chirag is last,B,Step 1: One rule given is 'Bala is before Asha'.,Step 2: That must always be true.,,Bala is before Asha,75,logic_rule,rules=Bala_before_Asha|Chirag_before_Esha;solution=Bala_before_Asha,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Bala is before Asha."
ADAPT_G6-8_BANK_400,7,G7_Q180,PAR,A1,2,seq_plus,"Find the next number: 2, 4, 6, 8, ?",8,10,12,14,B,Step 1: The pattern adds 2 each time.,Step 2: 8 + 2 = 10.,,10,45,sequence,rule=+2;sequence=2|4|6|8;result=10,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 10."
ADAPT_G6-8_BANK_400,7,G7_Q181,PAR,A1,3,seq_plus,"Find the next number: 3, 9, 15, 21, ?",21,27,33,39,B,Step 1: The pattern adds 6 each time.,Step 2: 21 + 6 = 27.,,27,45,sequence,rule=+6;sequence=3|9|15|21;result=27,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 27."
